id,image_ID,complaint_text_tr,complaint_type,is_verifiable
226,e211,Ürün kesinlikle çok kalitesiz tüylenmeler mevcut satıcı kesinlikle ürünün arkasında durmuyor değişim olmasını talep ettim red edildi hiç memnun kalmadım,Inferior,Yes
227,e212,defolu kumaşlı ürün gönderdiler bide üründe kusur yok söylüyorlar,Faulty,Yes
228,e213,Defolu geldi,Faulty,Yes
229,e214,Daha giyeli 2 saat olmadı kumaşın haline bakın. 299 lira çöp oldu. Hayatımda bu kadar kalitesiz bi kumaş görmedim.,Inferior,Yes
230,e215,Ürünü büyük umutlarla beğenerek aldım yazlık kurtarıcı bir parça gibi duruyordu ama hem kumaşı hem modeli görseldekinden çok farklı geldiği için iade ettim.,Disappointing,No
231,e216,Allah bildiği gibi yapsın sizi yırtık geldi,Faulty,Yes
232,e217,Çok basit ve iç gösteriyor. Eteğin 2 yandan kulak gibi çıkıntıları daha da geniş gösteriyor baseni olmayanlar için iyi ama yine de görüntüsü kötü.,Inferior,Yes
233,e218,yani bu kadar insan almış bu kadar insan yorum foto filan atmış ve çok beğenilmiş de insanlar gerçekten kör mü bu salt naylon böyle naylonluğu var ya demiyorum bu SADECE NAYLON KUMAŞ öyle böyle yakmaz cayır cayır eder naylondan da kıyafet dikilmez yazık ya gönderdikleri şey giyinilir mi,Inferior,No
234,e219,"Ürünü iade ettim alığımda bir çok hatası vardı 
",Faulty,Yes
235,e219,ve aşırı kalitesiz modelinde basenliyseniz güzel durmayabilir,Disappointing,No
236,e220,"yırtık gönderildi, maalesef iade👎🏻 kumaşından pek bi kalite beklemeyin bu arada",Faulty,Yes
237,e221,"%100 Viskon değil, Polyester. Aynı ürünü satan başka mağazalar var, karşılaştırın.",Inferior,No
238,e222,2 yıl önce de aynısını aldım eskiyince yenisini alayım dedim. Sandım ki aynı üründür görseli bile değişmedi. Ama bir ürün bu kadar kaliteden ödün verebilir. Masa örtüsüyle değiştirmişler eteği resmen.,Disappointing,No
239,e222,Ayrıca kesimi de bozuk kuşağı dikişli değil pes doğrusu.,Faulty,Yes
240,e223,"Bu etek değil, kumaş sadece! Aşırı kalitesiz demek bile yetmiyor",Inferior,No
241,e224,Yanlış ürün göndermişsiniz iade,Incorrect,Yes
242,e225,Ürünün duruşu bedene oturuşu güzel ancak defolu geldi,Faulty,Yes
243,e226,"Çok güzel etek duruşu vs. iyi ama defolu ürün geldi, iade.",Faulty,Yes
244,e227,uzun zamandır favorilerimde duran bir üründü. geçenlerde kardeşim almış canlı görünce bayıldım sipariş ettim. ama bana tamamen farklı bir kumaştan geldi. Bu yüzden belindeki ipi vs çok kötü duruyor. maalesef iade edicem hevesim kursağımda kaldı.,Disappointing,No
245,e228,kalitesiz bir kumaş olmasının yanı sıra dikimi tamamlanmamis ya da yırtık gönderildi. kuşağı parça parça elimde kaldı. marketteyken başıma geldi. resmen rezillikti. Diktirebilirdim ama bir yıkamada elimde kalmasindan çekindiğim için iade gönderiyorum.,Faulty,Partially
246,e229,M beden aldım XL beden gönderildi.,Ill-fitting,Yes
247,e229,Boyum 1.64 boyu fazla kısa oldu,Ill-fitting,No
248,e230,Başka bir model geldi,Incorrect,Yes
249,e231,"Beyaz renk istediğim etek siyah geldi nasıl böyle bir yanlışlık ola bilir, yanlış renk gelmesi beni zor durumda bıraktı acil lazımdı hatalarını hiç bir şekilde telafi etmediler yanlış gelen ürünün tedarik edilmesi lazımdı onu yapmadılar",Discolored,Yes
250,e231,ayrıca bel kısmı lastikli yorumlarda 49 kg ye s beden ola bileceğini söylemişsiniz ama dar oldu m anca olurdu ,Ill-fitting,No
251,e232,Aşırı kötü aşırı kısa bune,Ill-fitting,No
252,e233,Ürün asla görseldeki gibi değil. ,Disappointing,No
253,e233,Beli lastikli boyu çok kısa. Büyük beden almama rağmen dar oldu. İade👎🏻,Ill-fitting,No
254,e234,Rengi çok çiğ beyazı iade,Discolored,No
255,e235,Ben l beden ıstedım sız xs. Gndermısınız iade talabimi olusturayım mıne yapmam gerekıyor,Ill-fitting,Yes
256,e236,Siyah geldi ya,Discolored,Yes
257,e237,çok kötü. sırf uğraşmamak için iade etmedim ben uyguna almıştım. bildiğiniz penye kumaş,Inferior,No
258,e238,xs soylemistim l gelmis şaka misiniz ya yorumum da siliniyo tekrar atiyorum,Ill-fitting,Yes
259,e239,Bel kısmında böyle bir ip çekilmesi olmuş arkadan da büzgülü gibi duruyor,Faulty,No
260,e240,L istedim m yollamışlar,Ill-fitting,Yes
261,e241,O kadar ince ki kesinlikle tavsiye etmem,Inferior,No
262,e242,Beklenildiği gibi değil iade 👎🏻,Disappointing,No
263,e243,Beden yanlış geldi Xs istemiştim L göndermişsiniz bu sorunun çözülmesini istiyorum,Ill-fitting,Yes
264,e244,"kullanılmış, hatta likeli ürün, uyduruk penye zaten ürünude begenmedim ama bu leke hiç hoş değil, midem bulandı aynen çöp..",Refurbished,Yes
265,e245,inanılmaz kalitesiz bir kumaş hic begenmedim,Disappointing,No
266,e246,Almayın farklı farklı ürünler geliyor,Incorrect,No
267,e247,XS kalıbı büyük beğenmedim,Ill-fitting,No
268,e248,Eteğin uçları arasında boy farkı var iade maalesef,Faulty,Yes
269,e249,"0 verebilsem 0 verirdim bu nasıl bir rezillik hediye diye aldığım ürün rezil oldum saten etek diye aldığım ürün katlı bildiğin ispanyol eteği olarak geldi, dalga mı geçiyorsunuz?",Incorrect,Yes
270,e250,"etek yerine pantolon gönderilmiş, sipariş bekliyoruz olana bak",Incorrect,Yes
271,e251,ürün defolu geldi iade,Faulty,Yes
272,e252,istediğim etek buydu fakat bana bambaşka bir etek yollandı Lütfen yaptığınız hatayı düzeltin çok mutsuzum.,Incorrect,Yes
273,e253,merhaba yanlış ürün göndermişsiniz,Incorrect,Yes
274,e254,Fermuarı sorunlu tam açılmıyor takılıyor bozuk geldi.Hemen iade etmek istedim.24 saat dolmak üzere satıcıdan dönüş yok yenisini sipariş vermekten vazgeçmek uzereyim,Faulty,No
275,e255,Farklı ürün gönderildi,Incorrect,Yes
276,e256,Ürün defolu geldi iade😐,Faulty,Yes
277,e257,Eteğim yıkanınca çekmiş önce yeşili almıştım cok memnundum. anlayamadım giyeyim dedim neredeyse dizimin altına gelmiş yıkanınca 😕 böyle olmamalıydı ya,Inferior,Yes
278,e258,Large (40) istememe rağmen Medium (38) göndermişler şimdi kargoya ile uğraş dur,Ill-fitting,Yes
279,e259,"Çok çabuk tüylenme yaptı,",Inferior,Yes
280,e260,Yanlış beden gönderilmiş iade,Ill-fitting,Yes
281,e261,Dikişi bu şekildeydi iade,Faulty,Yes
282,e262,Dikişleri o kadar kötü ki çok kalitesiz duruyor. Ayrıca yırtmaç çevresinde dikiş yok.,Faulty,Partially
283,e263,Kumaşı çok ince. İade ettim,Inferior,Yes
284,e264,Ne irenç bir ürün gönderdiğiniz benim sipariş ettiğim ürünle alakası bile yok düz elbise göndermişsiniz,Incorrect,Yes
285,e265,Askısı yanlıs dıkılmıs mantıklımı boyle yamuk olacak şey mı,Faulty,Partially
286,e266,M beden almıştım. Üst L alt S beden geldi. Ne biçim iş anlamadım. Kumaşı güzel alınır fiyatına göre iç gösteriyor güneş ışıgında.,Ill-fitting,Partially
287,e267,"inanılmaz ince ve inanilmaz kalitesiz, etek altı astar gibi..bi şekilde giyer miyim dedim ama yok iade",Inferior,No
288,e268,Yırtık da değil makasla kesilmiş. İade ne yazık ki,Faulty,Yes
289,e269,Kumaşı gayet güzel fakat etek ucu ne yazık ki yamuk kesilip dikilmiş. Fotoğraflarda göründüğü gibi,Faulty,Partially
290,e270,Yanlış ürün yollandı siyah yerine bordo geldi,Incorrect,Yes
291,e271,Dikiş hataları var muntazam durmuyor,Faulty,No
292,e272,Etek yırtılmış bir şekilde geldi.,Faulty,Yes
293,e273,Kalıpları çok küçük. Xl almama rağmen s beden kardeşime oldu,Ill-fitting,No
294,e274,"SİYAH sipariş verdiğim NASIL OLDUYSA kahverengi geldi. Elinde madem siyah yok. Alıcıyla iletişime geçin, Göndermeyin ürünü. Kahverengi isteseydim kahverengi seçerdim",Discolored,Yes
295,e275,istediğim ürün gelmedi yerine s beden balıkçı yaka uzun yırtmaçlı triko elbise geldi trentyol da ilk defa böyle bir hata ile karşılaşıyorum çok yazık.,Incorrect,Yes
296,e276,Etek diye sipariş verdim şort geldi. Resimde etek gösteriyorsunuz ama şort gondermişsiniz,Incorrect,Yes
297,e277,Paketi m beden ama etegin etiketinde L beden zaten m beden olmadigi etegin buyuklugundende belli ,Ill-fitting,Yes
298,e277,kumasida cok kotu almayin,Disappointing,No
299,e278,ikisi astar gibi parlak ve ince geldi. 1 tanesi etek gibi giyebilecek kalınlıkta,Inferior,No
300,e279,Bu nedir? Ben siyah dar mini etek istemiştim ve acildi.,Incorrect,Yes
301,e280,bu kadar saçma bir kumaş görmedim iki katlı iken bile öbür tarafı görebiliyorsunuz giymeyi denemedim bile ki bu siyah rengi tabi ki iade,Inferior,Yes
302,e281,Elime şort geldi bu ne sorumsuzluk,Incorrect,Yes
303,e282,xs istemedim s istedim ya bu ne küçücük,Ill-fitting,Yes
304,e283,Etek görsel ile alakası yok 30 cm boyu yok bile eteğin işcilik yok,Disappointing,Partially
305,e284,Kalem etek diyor gelen etek mini etek,Disappointing,Yes
306,e285,Eteğin yan tarafı yırtıktı hiç beğenmedim ,Faulty,Yes
307,e285,kumaşını da beğenmedim verdiğim paraya değeceğini düşünmüyorum,Disappointing,No
308,e286,Yırtık fermuar kısmı sökük,Faulty,Partially
309,e287,Kalite kontrol yapılmış ama nesine yapılmış anlamadım. Fermuarını 10 dakikada açtım ve kapatamadım. ,Faulty,No
310,e287,Kumaş deseniz karton gibi yazın pantolon giysem daha az sıcaklarım. Böyle bir ürünü kontrol edip satmanız manidar olmuş,Disappointing,No
311,e288,"Kumaşı vs iyi ama ütü hatası ve dikiş hatası var , ütüden dolayı iz kalmış , dikiş hatasından dolayı kötü duruyor önü diğer rengi de çok iyi",Faulty,Partially
312,e289,Siyah rengini sipariş etmiştim ama farklı bir renk geldi. Siyah için o kadar bekledikten sonra hayal kırıklığı oldu.,Discolored,Yes
313,e290,"Eteğin arka ortasındaki kemer yeri kopuk geldi, fark etmeden etiketini koparıp yıkamıştım, arkasında bir delik var şu an ve ürün kötü dedim diye trendyol yorumumu yayınlamıyor inanılmaz",Faulty,Yes
314,e291,Çok kalın bi kumaş sevmedim,Disappointing,No
315,e292,uzun alakasız bir etek gönderilmiş,Incorrect,Yes
316,e293,S beden sipariş verdim l beden göndermişsin bu kadar özensizlik olamaz,Ill-fitting,Yes
317,e294,beğenmedim güzel değil dikimide gozel degil,Disappointing,No
318,e295,s beden sipariş vermiştim ama L beden geldi iade falanda etmiyorum hayal kırıklığı,Ill-fitting,Yes
319,e296,ürün defolu geldi bu yüzden iade,Faulty,Yes
320,e297,Asla almayın yanlış dikim hatalı ürün daha önce siyahından almıştım çok beğendim tekrar siyah ve lacivert aldım sanki bambaşka bir satıcıdan almışım gibi yırtmaçları tam ortada kalıpları farklı etiket farklı yamuk yumuk dikilmiş saçma sapan geldi ikiside,Faulty,Partially
321,e298,İstediğim gibi gelmedi ve ürün hatalı tavsiye etmiyorum,Faulty,No
322,e299,Kalıbı ve kumaşı inanılmaZ kötüü aşırı kalitesiz duruyor. Lastiği cok kalın ve inanılmaz kaba duruyor. Kaliteli diyenler neyin kafasını yaşıyor hiç kalite görmemişler galiba.,Disappointing,No
323,e300,M beden siparişim xs geldi bu sebepten iade ve puan kırdım.kargo ve ürün Harika fakat 2 beden küçük göndermek nedir Allah aşkına elinizde yoksa 1 ben küçük veya 1 deden büyük yollarsınız anlarım ama 2 beden kafa bulmak gibiydi gerçekten.,Ill-fitting,Yes
324,e301,Gönderdiğiniz ürün kullanılmış lekeli bu nasıl bir dikkatsizlik,Refurbished,Yes
325,e302,ürün tütü etek olarak kabarık ve güzel ama böyle dikiş hatası olamaz ve her yerden ip fırlıyor. kızımın gösterisi için aldım yetişmeyecegi için değiştiremiyorum. yorumları güzel diye almıştım çok da olmazsa olmaz deil yani,Faulty,Partially
326,e303,Ürün görsellerinde bulunan kurdele malasef bana gönderilen eteklerin hiçbirinde yok. Öğrencilerime 23 nisan için almıştım umarım bu hata telafi edilir.,Incomplete,Yes
327,e304,Sökük ürün gönderilmiş Arkadaşım aldığı için beğenip sipariş vermiştim ama arkadaşımın ürününden çok farklı bambaşka kötü bir şey gönderilmiş,Faulty,Yes
328,e305,Tülü çok sert ve dik duruyor hiç beğenmedim kalitesini. 23 nisana yenisi yetısmeyecegı ıcın iade edemıyorm.,Inferior,No
329,e306,"Beden etiketi yok koparılmış, xl beden istedim,xs gibi bir etek geldi maalesef iade",Ill-fitting,No
330,e307,L beden istememe rağmen xs geldi. Kargo ücreti ödedim. Şimdi tekrar sipariş verip tekrar kargo ücretimi ödeyeceğim. Birde kargoyla uğraşacağım. Ayrıca satıcıya yazdım ilgilenmedi bile// ikğnci siparişimide cerdim gelen eteğe bakın şaka gibi yaa dalgamı geçiyorsunuz,Ill-fitting,Yes
331,e308,güzeldi ama bedeni dar kalıp büyük alın,Ill-fitting,No
332,e308,ve benim ürünüm yırtık,Faulty,Yes
333,e309,"boy 96 yazıyordu bana 84 cm geldi , kumaşı gayet güzel ama boy sıkıntısı var. Asla tavsiye etmiyorum",Ill-fitting,Yes
334,e310,"Henüz 2 kere giydim , 2 kere de makinede düşük ısıda yıkadım . Hemen tülerdi",Inferior,Yes
335,e311,Şaka mısınız ? Xxs istedim gelen bedene bak!,Ill-fitting,Yes
336,e312,Bir hafta bu hale geldi sözün bittiği yer,Inferior,Yes
337,e313,dikisleri çok güzel ama kargolama çok güzel ama kumaşı o kadar ince ve kötü ki ki ancak spor yaparken giyile bilir ve ilanilmaz iç gösteriyor,Inferior,Yes
338,e314,M söyledim çok dar geldi o yüzden iade,Ill-fitting,No
339,e315,ürün bana defolu geldi bunu bildiridim ve yenisini göndericez dediler bendeki nolucak dedim sizde kalsın dediler ama yenisi falan gelmedi ilk defa böyle bir şeyle karşılaşıyorum,Faulty,Yes
340,e316,"Etek sipariş ettim. Dalgıç kıyafeti geldi. Sorunu bildirdim, geri dönüş alamadım. Sorunun giderilmesi için hiç bir yardım anlamadım, kötü",Incorrect,Yes
341,e317,baska urun gonsdermisler nasil o parani yiye bileveksiniz anlamiyorum hakimi helal etmiyorum!,Incorrect,Yes
342,e318,etek siparişim yerine alakasız bir mayo geldi iade yada eteğin bana gönderilmesini istiyorum,Incorrect,Yes
343,e319,bir yildizi bile hak etmiyor yanlis urun gonderildi tamamen alakasi olmayan bir urun almayin aldirmayin,Incorrect,Yes
344,e320,"Ürün satın aldıktan sonra 100 tl indirime girdi, yakın bir zamanda giyeceğimden iade etmedim. 2.giyişimde tiftiklendi, önermiyorum önerenler 1 kere mi giymiş anlamadım",Inferior,Yes
345,e321,"Kullanılmış,etiketsiz,parfüm kokan hatta saç kılı olan ürün geldi.İade ettim.",Refurbished,Partially
346,e322,eteğin fermuarı bozuk geldi eteğin fermuar kenarları da zedeli,Faulty,Yes
347,e323,Dalgamı geçiyorsunu 50 beden söyledik 36 beden daracık etek geldi iade,Ill-fitting,No
348,e324,Defolu ürün göndermişsiniz kumaş kalitesi kötü,Faulty,Yes
349,e325,Eteğin boyu ve modeli çok güzel fakat bana gelen ürünün kemer kısmı yamuk olduğundan dolayı iade ediyorum,Faulty,No
350,e326,Urun hasarli.,Faulty,Yes
351,e327,Ben hayatımda böyle satıcı görmedim 2 kere sipariş verdim ikisinde de rengi solu geldi artk geri göndermeye yoruldum güneşte solmuş mu artk kullanılmış mı bilmiyorum ama ck kötü almayın,Discolored,No
352,e328,Etekte leke var maalesef giydikten sonra farkettim. Çok da toz topluyor. Maalesef beğenmedim.,Faulty,Yes
353,e329,ürünün ön kısmında defosu vardi lakin uğraşmak istemiyorum iadeyle terizyle defolu yeri halledicem.,Faulty,Partially
354,e329,saticiya sormak istiyorum bir günde tüylenme olması çok garip değil mi,Inferior,Yes
355,e330,dikiş kısmı yanlış dikilmiş. giyince çıkıntı gibi duruyor. lütfen kontrol edip yollayın. iade ile uğraşmak zorunda değilim!!!,Faulty,Yes
356,e331,Lacivert isteseydim siyah almazdım,Discolored,Yes
357,e332,Arka kısmının ön kısımdan uzun olması hiç hoşuma gitmedi. Sanki kuyruklu elbise giymiş gibi kötü duruyor. İade ediyorum,Disappointing,No
358,e333,Çok kalitesiz ve çirkin görünüyor. Daha önce aynısının beyazını aldım bayılarak kullanıyordum ama bununla arasında dağlar kadar fark var .,Disappointing,No
359,e334,resimdekiyle uzaktan yakından alakası yok. iade.,Disappointing,No
360,e335,kusurlu geldi,Faulty,Yes
361,e336,bedeni s giymeme rağmen bol oldu pliselerin arası çok geniş göründüğü gibi değil,Ill-fitting,No
362,e337,Tam farklı bir örün gönderdiler,Incorrect,Yes
363,e338,Siyah etek sipariş etmiştim ama bana düşen lacivert oldu. Maalesef iade ediyorum 😏,Discolored,Yes
364,e339,hiç tavsiye etmem arkadaşlar astardan hallice hiç güzel değil sırf iade ile uğraşmamak için göndermiyorum,Inferior,No
365,e340,Ürün elime yeni ulaştı hüsrana uğradım defolu geldi,Faulty,Yes
366,e341,"Siz insanla dalga mı geçiyorsunuz. Sizden severek be çok beğenerek iki adet etek sipariş ettim evet birincisi olduğu gibi iyi geldi ama bu siyah hatalı yani arkada boydan boya dikiş yapılmış çok çirkin duruyordu öyle gönderilmiş. Nasıl olurda birde kontrol ederek gönderiyorsunuz sözde, yazıklar olsun. bende geri iade için gönderdim ve üzülerek aynı fiyatta bu eteği daha sipariş edemicem artı pazar günü artık bu adreste bulunamıcam diye üzüldüm.",Faulty,Yes
367,e342,ürünü beğendik tam beden fakat etek ucuna gelen volan kısmında yırtık var iade.tekrar alacağız.bu tür durumlarda yerine yenisini alırken firma kargoda inisiyatif kullanmalı.,Faulty,No
368,e343,"Görseldekiyle hiç alakası yok çok çirkin bi kalıp, iade ediyorum",Disappointing,Yes
369,e344,tek yildiz bile cok. etek resmen tülden yapilmis bu etegi ancak sahilde bikini üstüne kullanabilirsiniz baskada kullanilmaz. direkt iade,Inferior,Yes
370,e345,Ürün acayip derece ince yakinlastirarak çektim altına mutlaka bise giymeden çıkılmaz üstümde güzel durdu fakat hediye ederim iade ile uğrasamam,Inferior,Yes
371,e346,Yalnış bir şey göndərilib,Incorrect,Yes
372,e347,Ürünü XXS sipariş vermiştim satıcıya da XXS göndermesini rica etmiştim ama XS gönderilmiş iade kodu oluşturdum tekrar sipariş vereceğim ama bu sefer lütfen XXS gelsin,Ill-fitting,Yes
373,e348,Dikiş hayattası var paketlerken bakılmalı çöp iyade için uğraşılmaz,Faulty,Yes
374,e349,Kumaş dikim hataları var büzük duruyor,Faulty,Partially
375,e350,ürün bugün elime ulaştı ama biryeri dikissiz böle nasıl gönderebilirsin anlamiyorum iade edicem,Faulty,Yes
376,e351,Deri etek sipariş verdim penye etek geldi lütfen işinizi dikkate alarak yapın gayet kalitesiz bir ürün tam bir hayal kırıklığı lütfen hatanızı telafi edin bir tek hızlı kargo oldu acele kargo olacak diye ürün doğrumu ona baksaydınız çok ince bir penyesi var iç gösteriyor lütfen işinizi özenli yapın parasını deri etek parası verdim ayrıca,Incorrect,Yes
377,e352,Sipariş verdiğim ürünle hiç alakası olmayan. İr ürün gönderildi,Incorrect,Yes
378,e353,Ömrümde gördüğüm en dandik kötü kumaş budur net. Asla bu fiyatı hak edecek bir kalitede değil. Hemen kargoladılar kalıbıda çok güzel oldu boyu da tam ideal kısa değil güzel ama kumaşı fiyasko. Güneş ve ışık yansımasında iç gösterir gibi duruyor. Yorumlara güvenerek sipariş etmiştim ama yorumlara güvenmemem gerektiğini anladım. İade edip etmeme konusunda kararsızım acil böyle bir eteğe ihtiyacım olduğundan sipariş etmiştim.,Inferior,No
379,e354,Allah aşkına oradaki gösterilen ürünle gelen aynı mı bel dikişine kumaşına kadar farklı. İade..,Disappointing,No
380,e355,Bu kadar övülen eteğin bu olduğuna inanamadım. İncecik astarsız giyilmez üste yapışıyor astarla elektriklenme yapıyor tok durmuyor. Kaliteli denmiş bir de🤦,Inferior,No
381,e356,"Aklı olan bu kalitesizlikte bir kumaşı ne cildine değdirir ne de para verip alır. Bir de markayız diye ortaya çıkmayın lütfen, marka dediğin kalite ile olur. Biraz insaf gerçekten.",Inferior,Yes
382,e357,Sadece birkaç kez giydim ve geldiği durum bu almanızı önermiyorum,Inferior,Yes
383,e358,Yorumlara güvenerek sipariş vermiştim ama ya yorumlar bot ya da yanlış ürün gönderildi. 1.65 cm 59 kg'um ve o kadar kısa oldu ki. Sanki çocuk eteği gibi durdu zaten paketinde de çocuk ibaresi var bu nasıl bir karışıklık anlamadım.. Her neyse iade ediyorum.,Ill-fitting,No
384,e359,Açıkçası ürün beklediğim gibi değil scuba etek daha öncede aldım ve bunun kalitesini beğenmedim ,Disappointing,No
385,e359,ayrıca beden olarak kendi bedenimden büyük almama rağmen acayip dar yapmışlar kısaca beğenmedim 👎,Ill-fitting,No
386,e360,Ürün dikiş hatalı geldi,Faulty,Yes
387,e361,Eteğim yok ortada elbise göndermişsiniz,Incorrect,Yes
388,e362,Şaka yapıyorsunuz herhalde gönderilen etekle fotoğraftaki eteğin alakası yok,Incorrect,Yes
389,e363,Çok kötü geldi yırtmacı sadece makasla kesilmiş bırakılmış ,Faulty,No
390,e363,çok fazla iç gösteriyor kalitesi sıfır,Inferior,Yes
391,e364,dum duz kalem etegi makasla yirtmac verip 280 liraya satiyolar durusu kumasi iyi yalniz bu parayi hak eden bi etek degil. ETEKTE OVERLOK YOK,Faulty,Partially
392,e365,çok hızlı geldi ama yamuk kesilmiş ve dikişi patlak dalgıç kumaş sadece ucu sökülmüş dikerim ve keserim ama keşke bu şekilde olmasaydı uğraşmamak için iade etmiycem,Faulty,Yes
393,e366,Basit kumaş bu nedir ya,Inferior,No
394,e367,İade edeceğim yamuk geldi ve biçimsiz,Faulty,Yes
395,e368,Etek çok ince bir kumaşa sayip kesinlikle yazlık. Saten yumuşaklığı yok yoklukta gider:),Inferior,No
396,e369,Fiyatına göre kalitesi kötü,Disappointing,No
397,e370,"S beden istedim L beden geldi. Kumaşı, modeli güzel aslında ama üstümden dökülüyor. Böyle ürünler standart beden olarak yapılıyorsa en küçük bedene de olacak şekilde yapılmalı, beli lastikli zaten esner.",Ill-fitting,Yes
398,e371,Cebin iç kısmında ufak bir yırtık var!,Faulty,Yes
399,e372,ürün güzeldi çok beğendim fakat dikiş hataları var ayrıca sökükte olması beni üzdü daha dikkatli paketlenmeliydi iade edip tekrar sipariş vermeyi düşünüyorum ..,Faulty,Yes
400,e373,arkadaşlar kumaş mükemmel çok kaliteli diyorsunuzda ürün naylon yağmurluk kumaşında polyester tafetta astar kumaş gibi,Disappointing,No
401,e374,eteğin kalitesini pek sevemedim fazla tüylenme yapıyor ,Inferior,Yes
402,e374,geldiğinde pis kokuyordu,Refurbished,No
403,e375,Çok geç geldi satıcı ilgisizdi üstüne ürün tek cepli geldi.. ,Faulty,No
404,e375,kalitesi kötü iade,Disappointing,No
405,e376,"ürün sökük geldi insan bir kontrol eder, nasıl iş yapıyorsunuz!!",Faulty,Yes
406,e377,"Direk iade, ben iadeyle uğraşmayı sevmem, ama bu açık şekilde müşteriye saygısızlık. yırtık etek göndermek ne demek. ",Faulty,No
407,e377,bir de aşırı geniş.,Ill-fitting,No
408,e378,Siyah istedim yeşil geldi. Yeşili de almak istiyordum ama siyah onceligimdi. krem rengi eteğe göre bedeni daha iyi oldu kumaşı ona göre daha hafif bana uzun geldi ikiside. Boyum 1..49 _75 kiloym. uzun boylulara güzel olur 🐣 5 puanlık etek ama rengi istedim.gelememis.,Discolored,Yes
409,e379,aşırı terletecek bir kumaş %100 polyester arkadaşlar,Inferior,No
410,e379,yan dikişleri aşırı kötü yapılmış,Faulty,Yes
411,e380,Beyaz alıyorum sarı gibi saçma bir renk gönderiliyor. Beyaz eteklerimin altında sarı sarı belli oluyor.,Discolored,Yes
412,e380,Ve kumaşı çok kalitesiz,Disappointing,No
413,e381,İlk yıkamamda kendiliğinden sökülmeye başladı 👎,Inferior,Yes
414,e382,Ürün çok kötü dikisileri hiç iyi degil,Faulty,Partially
415,e383,kusurulu gönderildi,Faulty,No
416,e384,ürün lekeli bir şekilde geldi ,Faulty,Yes
417,e384,üstelik iç gösteriyor,Inferior,No
418,e385,2. Giyişim ve kumaşında bozulmalar var. Paranıza yazık almayın,Inferior,Partially
419,e386,Ürün defolu geldi lekeliydi resmen. iade yaptım mecburen. yeri çok guzel ama iade etmek zorunda kaldım görülecek yerdeydi. yikandiginda gecmeyebilirdi,Faulty,Yes
420,e387,Üründe lekeler var kusurlu ürün gönderildi beyram icin alınmıstı sımdı bir sıparıs daha verılse yetısmez hıc bır anlamı kalmadı,Faulty,Yes
421,e388,bana gönderilen siyah etekti keşke biraz daha dikkat edilse iade,Discolored,Yes
422,e389,etek sipariş veriyorum saçma sapan ceket gönderiyorsunuz bu nasıl bir dikkatsizlik,Incorrect,Yes
423,e390,Ürün maalesef yamuk kesim. Yanları ortaya göre kısa. Tesettür için alacaklar iyi düşünmeli.,Faulty,Yes
424,e390,Boyu da kısa. Üzülerek iade..,Ill-fitting,No
425,e391,Hem defolu hemde kirli iade istiyorum,Faulty,Partially
426,e392,fermuarlı yeri çok belli iade,Faulty,Yes
427,e393,Güzel ama lekeli geldi üzüldüm,Faulty,Yes
428,e394,Biraz iç belli ediyor basen kısmı. ,Inferior,No
429,e394,İçerik üreticilerinin önerdiği kadar beğenmedim.,Disappointing,No
430,e395,Ürün güzel fakat lekeli ve kumaşı kırık geldi ütü ile düzeleceğini düşünmüyorum kumaşın kendisi defolu o kadar para ödüyoruz bu mu yani pes,Faulty,Yes
431,e396,Resimdekiyle alakası yok resimde yanı büzgülü bana gelen düz bir etek hiç dikkat edilmemiş,Disappointing,No
432,e397,Tavsiye etmem çok kisa ben aldım siz almayın sisler parasını hak etmiyor,Ill-fitting,No
433,e398,L istiyorum neden M-L ?,Ill-fitting,Yes
434,e399,hayatımda daha kötü çok az etek gördüm 5 yıldız verenlere inanarak aldım arkadaşlar kumaşı aşırı kalitesiz görünce hayal kırıklığına uğradım iç gösteren bir kumaşı var hadi onu da geçtim bildiğiniz tayt kumaşı gibi parlak kumaş aşırı basit görünüyor,Inferior,No
435,e400,Siz şaka mı yapıyosunuz görseldekiyle tek alakası siyah olması. Yanı büzgülü falan değil dümdüz siyah etek yırtmacı da asla o kadar derin değil sakın almayın paranız boşa gider.,Disappointing,Yes
436,e401,Eteği çok beğenerek aldım ama dikişi açılmıştı onu hallederdim ama boydan bi kısmının uzun olması normal mı anlamadım çok üzülerek iade edeceğim,Faulty,Yes
437,e402,Etek istemiştim bluz geldi böyle özensizlik olamaz,Incorrect,Yes
438,e403,Sipariş verdiğim eteğin önü kısa arkası uzun geldi.Kusurlu ürün gönderildi malesef iade etmek zorunda kaldım.,Faulty,Yes
439,e404,Lastiği tam dikilmemiş düzgün durmuyor beğenmedim,Faulty,No
440,e405,Ne kumaşın ne modelin görselle ilgisi yok ,Disappointing,No
441,e405,lekeli ürün gönderilmiş.dikişleri yamuk ayrıca,Faulty,Yes
442,e406,Aşırı kötü kokuyor ve bel kısmındaki lastik çok özensiz. Üç noktadan tutturulmuş tam bir tur dikilmemiş bile.,Faulty,No
443,e407,çok köyü hıc görüntüde olduğu gibi değil❌beğenmedim,Disappointing,No
444,e407,naylon gibi hoş değil ,Inferior,Yes
445,e408,Kalıbı güzel ama polyester ürün,Inferior,No
446,e409,Hiç esnek değil . Kalitesini beğenmedim . Keşke beli biraz esneyen kumaştan olsaydı .,Disappointing,No
